"LOWELL, JAMES R. SCHOOL",450 W. NEDRO AVE.,PHILADELPHIA               ,PA,19120,7350,9 - Parker,1913,Elementary School,841,115%,$22.2
"MARSHALL, JOHN SCHOOL",4500 GRISCOM ST.,PHILADELPHIA               ,PA,19124,7360,7- Q-S,1909,Elementary School,402,47%,$9.5
"WASHINGTON, GROVER JR. MIDDLE",201 E. OLNEY AVE.,PHILADELPHIA               ,PA,19120,7370,9 - Parker,2000,Middle School,561,1%,$0.4
"MC CLURE, ALEXANDER K. SCHOOL",600 W. HUNTING PARK AVE.,PHILADELPHIA               ,PA,19140,7380,7- Q-S,1910,Elementary School,629,92%,$17.6
"MORRISON, ANDREW J. SCHOOL",5100 N. 3RD ST.,PHILADELPHIA               ,PA,19120,7390,9 - Parker,1924,Elementary School,693,58%,$16.3
OLNEY ELEMENTARY SCHOOL,5301 N. WATER ST.,PHILADELPHIA               ,PA,19120,7400,9 - Tasco,1900,Elementary School,862,72%,$10.1
"SULLIVAN, JAMES J. SCHOOL",5300 DITMAN ST.,PHILADELPHIA               ,PA,19124,7430,6 - Henon,1930,Elementary School,751,84%,$18.8
"TAYLOR, BAYARD SCHOOL",3698 N. RANDOLPH ST.,PHILADELPHIA               ,PA,19140,7440,7- Q-S,1907,Elementary School,556,24%,$4.5
"ZIEGLER, WILLIAM H. SCHOOL",5935 SAUL ST.,PHILADELPHIA               ,PA,19149,7460,6 - Henon,1957,Elementary School,543,12%,$2.4
BRIDESBURG SCHOOL,2824 JENKS ST.,PHILADELPHIA               ,PA,19137,7470,6 - Henon,1958,Elementary School,722,44%,$10.5
PRINCE HALL SCHOOL,6101-6167 N. GRATZ ST.,PHILADELPHIA               ,PA,19141,7490,8 - Bass,1971,Elementary School,581,22%,$5.9
FELTONVILLE ARTS & SCIENCES,210 E. COURTLAND ST.,PHILADELPHIA               ,PA,19120,7500,7- Q-S,2005,Middle School,519,0%,$0.0
"BETHUNE, MARY MCLEOD SCHOOL",3301 OLD YORK RD.,PHILADELPHIA               ,PA,19140,7510,5 - Clarke,1970,Elementary School,764,22%,$7.3
"ROWEN, WILLIAM SCHOOL",6841 N. 19TH ST.,PHILADELPHIA               ,PA,19126,7530,9 - Parker,1938,Elementary School,523,55%,$10.3
"CLEMENTE, ROBERTO MIDDLE SCHL",122 W. ERIE AVE.,PHILADELPHIA               ,PA,19140,7730,7- Q-S,1994,Middle School,449,9%,$7.4
"LINCOLN, ABRAHAM HIGH SCHOOL",3201 RYAN AVE.,PHILADELPHIA               ,PA,19136,8010,6 - Henon,2009,High School,1570,0%,$0.0
NORTHEAST HIGH SCHOOL,1601 COTTMAN AVE.,PHILADELPHIA               ,PA,19111,8020,10-O'Neill,1957,High School,3151,75%,$82.3
"WASHINGTON, GEORGE HIGH SCHOOL",10175 BUSTLETON AVE.,PHILADELPHIA               ,PA,19116,8030,10-O'Neill,1963,High School,1760,19%,$22.8
ARTS ACADEMY AT BENJAMIN RUSH,11081 KNIGHTS RD.,PHILADELPHIA               ,PA,19154,8040,10-O'Neill,1968,High School,613,55%,$33.6
SWENSON ARTS/TECH HIGH SCHOOL,2750 RED LION RD.,PHILADELPHIA               ,PA,19114,8090,10-O'Neill,1976,High School,637,40%,$24.2
"WILSON, WOODROW MIDDLE SCHOOL",1800 COTTMAN AVE.,PHILADELPHIA               ,PA,19111,8120,7- Q-S,1928,Middle School,1190,75%,$35.7
"MEEHAN, AUSTIN MIDDLE SCHOOL",3001 RYAN AVE.,PHILADELPHIA               ,PA,19152,8140,6 - Henon,1970,Middle School,538,64%,$44.7
BALDI MIDDLE SCHOOL,8801 VERREE RD.,PHILADELPHIA               ,PA,19115,8160,10-O'Neill,1971,Middle School,1296,41%,$26.2
"HANCOCK, JOHN SCHOOL",3700 MORRELL AVE.,PHILADELPHIA               ,PA,19114,8180,10-O'Neill,1968,Elementary School,513,68%,$14.8
"ALLEN, ETHAN SCHOOL",6329 BATTERSBY ST.,PHILADELPHIA               ,PA,19149,8200,6 - Henon,1930,Elementary School,987,24%,$5.8
"BROWN, JOSEPH H. SCHOOL",3600 STANWOOD ST.,PHILADELPHIA               ,PA,19136,8210,6 - Henon,1937,Elementary School,571,71%,$12.8
"CROSSAN, KENNEDY C. SCHOOL",7350 BINGHAM ST.,PHILADELPHIA               ,PA,19111,8230,10-O'Neill,1924,Elementary School,377,122%,$12.3
"DISSTON, HAMILTON SCHOOL",6801 COTTAGE ST.,PHILADELPHIA               ,PA,19135,8240,6 - Henon,1924,Elementary School,881,106%,$23.9
"FORREST, EDWIN SCHOOL",7300 COTTAGE ST.,PHILADELPHIA               ,PA,19136,8250,6 - Henon,1929,Elementary School,1185,86%,$18.1
FOX CHASE SCHOOL,500 RHAWN ST.,PHILADELPHIA               ,PA,19111,8260,10-O'Neill,1949,Elementary School,492,100%,$18.2
"HOLME, THOMAS SCHOOL",9120 ACADEMY RD.,PHILADELPHIA               ,PA,19114,8270,10-O'Neill,1950,Elementary School,541,99%,$24.1
MAYFAIR SCHOOL,3001 PRINCETON AVE.,PHILADELPHIA               ,PA,19149,8300,6 - Henon,1949,Elementary School,1243,94%,$22.4
"MOORE, J. HAMPTON SCHOOL",6900 SUMMERDALE AVE.,PHILADELPHIA               ,PA,19111,8310,7- Q-S,1952,Elementary School,1196,39%,$9.1
"LABRUM,GEN HARRY MIDDLE SCHOOL",10800 HAWLEY RD.,PHILADELPHIA               ,PA,19154,8320,10-O'Neill,1974,Middle School,228,33%,$5.2
"SOLIS-COHEN, SOLOMON SCHOOL",7001 HORROCKS ST.,PHILADELPHIA               ,PA,19149,8340,6 - Henon,1948,Elementary School,1368,76%,$23.0
"SPRUANCE, GILBERT SCHOOL",6401 HORROCKS ST.,PHILADELPHIA               ,PA,19149,8350,6 - Henon,1949,Elementary School,1461,69%,$23.3
RHAWNHURST SCHOOL,7809 CASTOR AVE.,PHILADELPHIA               ,PA,19152,8360,7- Q-S,1949,Elementary School,618,65%,$9.9
"COMLY, WATSON SCHOOL",1001 BYBERRY RD.,PHILADELPHIA               ,PA,19116,8370,10-O'Neill,1929,Elementary School,487,80%,$11.6
"FARRELL, LOUIS H. SCHOOL",8300 CASTOR AVE.,PHILADELPHIA               ,PA,19152,8380,7- Q-S,1959,Elementary School,1097,53%,$12.2
"FITZPATRICK, A. L. SCHOOL",11061 KNIGHTS RD.,PHILADELPHIA               ,PA,19154,8390,10-O'Neill,1960,Elementary School,881,69%,$19.6
"FRANK, ANNE SCHOOL",2000 BOWLER ST.,PHILADELPHIA               ,PA,19115,8400,10-O'Neill,1962,Elementary School,1240,59%,$14.7
"POLLOCK, ROBERT B. SCHOOL",2850 WELSH RD.,PHILADELPHIA               ,PA,19152,8410,6 - Henon,1962,Elementary School,737,50%,$12.5
"DECATUR, STEPHEN SCHOOL",3500 ACADEMY RD.,PHILADELPHIA               ,PA,19154,8420,6 - Henon,1964,Elementary School,1030,64%,$18.9
"GREENBERG, JOSEPH SCHOOL",600 SHARON LN.,PHILADELPHIA               ,PA,19115,8430,10-O'Neill,1964,Elementary School,738,48%,$14.3
"LOESCHE, WILLIAM H. SCHOOL",595 TOMLINSON RD.,PHILADELPHIA               ,PA,19116,8440,10-O'Neill,1965,Elementary School,782,63%,$18.3
THE WORKSHOP SCHOOL,221 S. HANSON ST.,PHILADELPHIA               ,PA,19139,8560,UNKNOWN,UNKNOWN,UNKNOWN,207,UNKNOWN,UNKNOWN
PHILADELPHIA VIRTUAL ACADEMY,440 N. BROAD ST.,PHILADELPHIA               ,PA,19130,8780,UNKNOWN,UNKNOWN,UNKNOWN,311,UNKNOWN,UNKNOWN
